id,name,description,category,latitude,longitude,source,source_url,tags,prefecture
overpass-0219,出汐湊,,meditation,35.7328571,139.7470752,overpass,https://www.openstreetmap.org/node/2565864323,,tokyo
overpass-0220,峡谷エリア,,meditation,35.4331166,138.8436594,overpass,https://www.openstreetmap.org/node/2577834069,,kanagawa
overpass-0221,鎌倉往還の旧道跡,,meditation,35.4325609,138.8426829,overpass,https://www.openstreetmap.org/node/2577837262,,kanagawa
overpass-0222,薬師林道展望台,,meditation,35.4438508,139.2837158,overpass,https://www.openstreetmap.org/node/2604197602,shade,kanagawa
overpass-0223,天神平,,meditation,35.4405958,139.2713045,overpass,https://www.openstreetmap.org/node/2604389803,,kanagawa
overpass-0224,天神尾根,,walking,35.438967,139.270932,overpass,https://www.openstreetmap.org/node/2604389864,,kanagawa
overpass-0225,白山,,walking,35.4716553,139.2985297,overpass,https://www.openstreetmap.org/node/2610883695,,kanagawa
overpass-0226,白山展望台,,meditation,35.4716156,139.298589,overpass,https://www.openstreetmap.org/node/2610883699,,kanagawa
overpass-0227,日向山,,walking,35.4428588,139.2773098,overpass,https://www.openstreetmap.org/node/2618245018,,kanagawa
overpass-0228,今熊山,,walking,35.7104788,139.2157796,overpass,https://www.openstreetmap.org/node/2623690809,,tokyo
overpass-0229,イヨ山,,walking,35.7643879,139.0117603,overpass,https://www.openstreetmap.org/node/2629971581,,tokyo
overpass-0230,展望台,,meditation,35.7384009,139.0143002,overpass,https://www.openstreetmap.org/node/2630000383,,tokyo
overpass-0231,槙寄山,,walking,35.7164569,139.0299872,overpass,https://www.openstreetmap.org/node/2631261719,,tokyo
overpass-0232,仏果山山頂展望台,,meditation,35.5207368,139.2581462,overpass,https://www.openstreetmap.org/node/2646667707,,kanagawa
overpass-0233,革籠石山,ja:革籠石山,walking,35.5135363,139.2643977,overpass,https://www.openstreetmap.org/node/2646667714,,kanagawa
overpass-0234,経ヶ岳,,walking,35.5072105,139.2752022,overpass,https://www.openstreetmap.org/node/2646958141,,kanagawa
overpass-0235,越上山,,walking,35.9250804,139.2543039,overpass,https://www.openstreetmap.org/node/2723328349,,tokyo
overpass-0236,武甲山,ja:武甲山,walking,35.9516121,139.0977764,overpass,https://www.openstreetmap.org/node/2723347374,,tokyo
overpass-0237,小持山,,walking,35.9353321,139.0957684,overpass,https://www.openstreetmap.org/node/2723350699,,tokyo
overpass-0238,大持山,ja:大持山,walking,35.9285241,139.1005499,overpass,https://www.openstreetmap.org/node/2725101434,,tokyo
overpass-0239,有間山 タタラノ頭,,walking,35.8866368,139.1159783,overpass,https://www.openstreetmap.org/node/2725107013,,tokyo
overpass-0240,武川岳,ja:武川岳,walking,35.9369418,139.1303228,overpass,https://www.openstreetmap.org/node/2725111829,,tokyo
overpass-0241,焼山,,walking,35.9539463,139.1296146,overpass,https://www.openstreetmap.org/node/2725114736,,tokyo
overpass-0242,二子山,,walking,35.9618904,139.1380144,overpass,https://www.openstreetmap.org/node/2725119017,,tokyo
overpass-0243,富士山,,walking,35.9107161,139.3132148,overpass,https://www.openstreetmap.org/node/2725131735,,tokyo
overpass-0244,鷹巣山,ja:鷹ノ巣山 (東京都),walking,35.8298911,139.0123221,overpass,https://www.openstreetmap.org/node/2725165859,,tokyo
overpass-0245,スカリ山,,walking,35.9116548,139.2763878,overpass,https://www.openstreetmap.org/node/2725172012,,tokyo
overpass-0246,寄神社,,meditation,35.3971771,139.1392306,overpass,https://www.openstreetmap.org/node/2749247357,,kanagawa
overpass-0247,芋堀ドッケン,,walking,35.980507,138.866102,overpass,https://www.openstreetmap.org/node/2766015325,,tokyo
overpass-0248,丸山,,walking,35.9886136,139.1596292,overpass,https://www.openstreetmap.org/node/2794309250,,tokyo
overpass-0249,小河内ダム展望塔,,meditation,35.790062,139.0512235,overpass,https://www.openstreetmap.org/node/2838920901,,tokyo
overpass-0250,東岳,,walking,36.0674107,138.8695376,overpass,https://www.openstreetmap.org/node/2865688184,,tokyo
overpass-0251,今倉山・東峰,,walking,35.5213158,138.9743935,overpass,https://www.openstreetmap.org/node/2865710003,,kanagawa
overpass-0252,今倉山・西峰,,walking,35.5222544,138.9686913,overpass,https://www.openstreetmap.org/node/2865733146,,kanagawa
overpass-0253,松山（赤岩）,,walking,35.5220579,138.9628357,overpass,https://www.openstreetmap.org/node/2865733147,,kanagawa
overpass-0254,二十六夜山,,walking,35.5276294,138.9468457,overpass,https://www.openstreetmap.org/node/2865738610,,kanagawa
overpass-0255,ななさわの丘,,meditation,35.4491045,139.2998438,overpass,https://www.openstreetmap.org/node/2865743808,,kanagawa
overpass-0256,ながめの丘,,meditation,35.452613,139.3016279,overpass,https://www.openstreetmap.org/node/2865894776,,kanagawa
overpass-0257,もみじ展望台,,meditation,35.4498893,139.3019152,overpass,https://www.openstreetmap.org/node/2865894777,autumn_leaves,kanagawa
overpass-0258,富士見山,,meditation,35.6575899,139.7626023,overpass,https://www.openstreetmap.org/node/2866251362,,tokyo
overpass-0259,吉田山,,walking,35.914862,139.206896,overpass,https://www.openstreetmap.org/node/2879818168,,tokyo
overpass-0260,大平山,,walking,36.0358867,139.305793,overpass,https://www.openstreetmap.org/node/2879896860,,tokyo
overpass-0261,雁ヶ腹摺山,ja:雁ヶ腹摺山,walking,35.6867905,138.8848056,overpass,https://www.openstreetmap.org/node/2888994174,,tokyo
overpass-0262,御岳山,en:Mount Mitake (Tokyo),walking,35.7828135,139.1494853,overpass,https://www.openstreetmap.org/node/2906613942,,tokyo
overpass-0263,高座山,,walking,35.4756196,138.8545783,overpass,https://www.openstreetmap.org/node/2916971624,,kanagawa
overpass-0264,杓子山,ja:杓子山,walking,35.4852127,138.8662096,overpass,https://www.openstreetmap.org/node/2916973712,,kanagawa
overpass-0265,展望台,,meditation,35.0989197,139.8809838,overpass,https://www.openstreetmap.org/node/2936278328,,tokyo
overpass-0266,富山,ja:富山 (千葉県),walking,35.0986879,139.8816004,overpass,https://www.openstreetmap.org/node/2936278337,,tokyo
overpass-0267,網代城山,,walking,35.7206011,139.2425768,overpass,https://www.openstreetmap.org/node/2973419194,,tokyo
overpass-0268,網代弁天山,,walking,35.7205816,139.246901,overpass,https://www.openstreetmap.org/node/2973434379,,tokyo
overpass-0269,荒川ロックゲート,,meditation,35.6829903,139.8473867,overpass,https://www.openstreetmap.org/node/3004012451,,tokyo
overpass-0270,Overlook,,meditation,35.198216,139.026408,overpass,https://www.openstreetmap.org/node/3028828138,,kanagawa
overpass-0271,長岳,,walking,35.7287613,139.1812287,overpass,https://www.openstreetmap.org/node/3041961285,,tokyo
overpass-0272,高丸山,,walking,35.6878708,139.2721389,overpass,https://www.openstreetmap.org/node/3057688450,,tokyo
overpass-0273,雹留山,,walking,35.7102993,139.2608892,overpass,https://www.openstreetmap.org/node/3064634874,,tokyo
overpass-0274,皆城山展望台,,meditation,35.3483069,139.5661552,overpass,https://www.openstreetmap.org/node/3076416568,,kanagawa
overpass-0275,伊豆ヶ岳,ja:伊豆ヶ岳,walking,35.926941,139.160641,overpass,https://www.openstreetmap.org/node/3076426421,,tokyo
overpass-0276,日向峯,,walking,35.7226253,139.2129041,overpass,https://www.openstreetmap.org/node/3076766883,,tokyo
overpass-0277,中ノ沢ノ頭,,walking,35.9102282,139.1683639,overpass,https://www.openstreetmap.org/node/3085981689,,tokyo
overpass-0278,高畑山,,walking,35.9148381,139.1621969,overpass,https://www.openstreetmap.org/node/3085981742,,tokyo
overpass-0279,古御岳,,walking,35.9228968,139.1597454,overpass,https://www.openstreetmap.org/node/3085981756,,tokyo
overpass-0280,五輪山,,walking,35.9298099,139.1605254,overpass,https://www.openstreetmap.org/node/3088365270,,tokyo
overpass-0281,大六天,,walking,35.6633854,139.2575357,overpass,https://www.openstreetmap.org/node/3094244335,,tokyo
overpass-0282,向山砦,,meditation,35.6653306,139.2568603,overpass,https://www.openstreetmap.org/node/3094244461,,tokyo
overpass-0283,癒しの穴,,meditation,35.402401,138.866918,overpass,https://www.openstreetmap.org/node/3101292030,,kanagawa
overpass-0284,八王子城山,,walking,35.6530059,139.2521649,overpass,https://www.openstreetmap.org/node/3105252349,,tokyo
overpass-0285,千手山,,walking,35.6710402,139.2466302,overpass,https://www.openstreetmap.org/node/3108512444,,tokyo
overpass-0286,モミの木山,,walking,35.7075381,139.2504278,overpass,https://www.openstreetmap.org/node/3141528731,,tokyo
overpass-0287,乳頭山,,walking,35.2791211,139.6231692,overpass,https://www.openstreetmap.org/node/3154112846,,kanagawa
overpass-0288,一丁平,,meditation,35.6261043,139.227775,overpass,https://www.openstreetmap.org/node/3191033061,,tokyo
overpass-0289,見晴らしの丘,,walking,35.4368197,139.3195768,overpass,https://www.openstreetmap.org/node/3202549326,,kanagawa
overpass-0290,見晴台,,meditation,35.3766294,139.6346798,overpass,https://www.openstreetmap.org/node/3202605616,,kanagawa
overpass-0291,北台展望台,,meditation,35.3773641,139.6278663,overpass,https://www.openstreetmap.org/node/3202649002,,kanagawa
overpass-0292,高松山,ja:高松山 (厚木市),walking,35.4434105,139.3208281,overpass,https://www.openstreetmap.org/node/3209911101,,kanagawa
overpass-0293,"KING, QUEEN & JACK TOWERS YOKOHAMA VIEW POINT",,meditation,35.4473366,139.6433148,overpass,https://www.openstreetmap.org/node/3245631411,,kanagawa
overpass-0294,"KING, QUEEN & JACK TOWERS YOKOHAMA VIEW POINT",,meditation,35.4526876,139.648533,overpass,https://www.openstreetmap.org/node/3245788081,,kanagawa
overpass-0295,"KING, QUEEN & JACK TOWERS YOKOHAMA VIEW POINT",,meditation,35.4509954,139.6449123,overpass,https://www.openstreetmap.org/node/3245788082,,kanagawa
overpass-0296,富士山の見える場所,,meditation,35.6578739,139.6604179,overpass,https://www.openstreetmap.org/node/3257739474,wheelchair,tokyo
overpass-0297,伊予ヶ岳（北峰）,ja:伊予ヶ岳,walking,35.1073072,139.9139877,overpass,https://www.openstreetmap.org/node/3259298034,,tokyo
overpass-0298,愛宕山,ja:愛宕山 (南房総市),walking,35.1148694,139.9867852,overpass,https://www.openstreetmap.org/node/3259298036,,tokyo
overpass-0299,鹿野山,ja:鹿野山,walking,35.2555778,139.9717721,overpass,https://www.openstreetmap.org/node/3259298038,,tokyo
overpass-0300,酉谷山,,walking,35.8971212,139.0103263,overpass,https://www.openstreetmap.org/node/3259820848,,tokyo
overpass-0301,大洞山,,walking,35.8397982,138.8922094,overpass,https://www.openstreetmap.org/node/3259820849,,tokyo
overpass-0302,和名倉山,ja:和名倉山,walking,35.8994231,138.8779958,overpass,https://www.openstreetmap.org/node/3259820850,,tokyo
overpass-0303,両神山,ja:両神山,walking,36.0234167,138.8413019,overpass,https://www.openstreetmap.org/node/3259820851,,tokyo
overpass-0304,二子山,ja:二子山 (埼玉県小鹿野町),walking,36.0696962,138.8637248,overpass,https://www.openstreetmap.org/node/3259820853,,tokyo
overpass-0305,香貫山,ja:香貫山,walking,35.0922529,138.877594,overpass,https://www.openstreetmap.org/node/3281418319,,kanagawa
overpass-0306,Observation deck,,meditation,35.7082294,139.7522196,overpass,https://www.openstreetmap.org/node/3291293643,,tokyo
overpass-0307,愛宕山,,walking,35.1734436,139.9107199,overpass,https://www.openstreetmap.org/node/3298439455,,tokyo
overpass-0308,無実山,,walking,35.1647649,139.9067464,overpass,https://www.openstreetmap.org/node/3300717990,,tokyo
overpass-0309,見晴台,,meditation,35.0905596,138.8746933,overpass,https://www.openstreetmap.org/node/3308675352,,kanagawa
overpass-0310,展望台,,meditation,35.6245471,139.3852401,overpass,https://www.openstreetmap.org/node/3323524569,,tokyo
overpass-0311,一色海岸,Beautiful beach,meditation,35.2628585,139.5770578,overpass,https://www.openstreetmap.org/node/3385378400,,kanagawa
overpass-0312,六ッ石の頭,,walking,35.900439,139.203894,overpass,https://www.openstreetmap.org/node/3399354862,,tokyo
overpass-0313,板屋の頭,,walking,35.9021957,139.2099051,overpass,https://www.openstreetmap.org/node/3399354864,,tokyo
overpass-0314,高反山,,walking,35.898756,139.207609,overpass,https://www.openstreetmap.org/node/3399354865,,tokyo
overpass-0315,伽沙羅山,杉田十境眺望図より,walking,35.3978162,139.6126824,overpass,https://www.openstreetmap.org/node/3426437066,,kanagawa
overpass-0316,野鳥観察デッキ,,meditation,35.478827,139.4430946,overpass,https://www.openstreetmap.org/node/3451517455,,kanagawa
overpass-0317,ひなた山展望広場,,meditation,35.4790154,139.4446396,overpass,https://www.openstreetmap.org/node/3451517456,,kanagawa
overpass-0318,展望デッキ,,meditation,35.4766116,139.4452219,overpass,https://www.openstreetmap.org/node/3485926669,,kanagawa
overpass-0319,東仙波,,walking,35.8753545,138.8730393,overpass,https://www.openstreetmap.org/node/3579388544,,tokyo
overpass-0320,西仙波,,walking,35.8745286,138.8684819,overpass,https://www.openstreetmap.org/node/3579388545,,tokyo
overpass-0321,Otome no kane,,meditation,35.2878821,138.9708309,overpass,https://www.openstreetmap.org/node/3597476845,,kanagawa
overpass-0322,瑠璃光展望台,,meditation,35.1591075,139.8331314,overpass,https://www.openstreetmap.org/node/3606300824,,tokyo
overpass-0323,地獄のぞき,,meditation,35.1593742,139.8332856,overpass,https://www.openstreetmap.org/node/3606300878,,tokyo
overpass-0324,二子山,,walking,35.2824719,139.6059027,overpass,https://www.openstreetmap.org/node/3631572196,,kanagawa
overpass-0325,畠山,,walking,35.273567,139.6316079,overpass,https://www.openstreetmap.org/node/3631572197,,kanagawa
overpass-0326,阿部倉山,,walking,35.2842232,139.5955897,overpass,https://www.openstreetmap.org/node/3631572198,,kanagawa
overpass-0327,観音塚,,walking,35.2726068,139.5984223,overpass,https://www.openstreetmap.org/node/3631617229,,kanagawa
overpass-0328,仙元山,,walking,35.2768926,139.5826229,overpass,https://www.openstreetmap.org/node/3631617246,,kanagawa
overpass-0329,鷹取山,,walking,35.3065733,139.612695,overpass,https://www.openstreetmap.org/node/3632182160,,kanagawa
overpass-0330,片栗群生地,,meditation,35.7809174,139.2307123,overpass,https://www.openstreetmap.org/node/3719445901,,tokyo
overpass-0331,山桜,,meditation,35.7793422,139.2293658,overpass,https://www.openstreetmap.org/node/3719445903,cherry_blossom,tokyo
overpass-0332,片栗群生地,,meditation,35.781479,139.2248707,overpass,https://www.openstreetmap.org/node/3719445907,,tokyo
overpass-0333,桜,,meditation,35.7802559,139.2289635,overpass,https://www.openstreetmap.org/node/3719445909,cherry_blossom,tokyo
overpass-0334,片栗群生地,,meditation,35.7809872,139.2292478,overpass,https://www.openstreetmap.org/node/3719540056,,tokyo
overpass-0335,奥多摩・青梅方面眺望スポット,,meditation,35.7802779,139.2261579,overpass,https://www.openstreetmap.org/node/3719605141,,tokyo
overpass-0336,皇帝ダリア,,meditation,35.7820402,139.2267909,overpass,https://www.openstreetmap.org/node/3719605143,,tokyo
overpass-0337,奥多摩連山眺望スポット,,meditation,35.7773313,139.2317261,overpass,https://www.openstreetmap.org/node/3719605153,,tokyo
overpass-0338,曼珠沙華群生地,,meditation,35.7808434,139.2295106,overpass,https://www.openstreetmap.org/node/3719605155,,tokyo
overpass-0339,愛宕山 ・山桜,,walking,35.7741112,139.2209073,overpass,https://www.openstreetmap.org/node/3722445983,cherry_blossom,tokyo
overpass-0340,桜,,meditation,35.7845364,139.2208305,overpass,https://www.openstreetmap.org/node/3733896451,cherry_blossom,tokyo
overpass-0341,臘梅,,meditation,35.7849949,139.221132,overpass,https://www.openstreetmap.org/node/3733904979,,tokyo
overpass-0342,つつじ,,meditation,35.7851413,139.2204603,overpass,https://www.openstreetmap.org/node/3733904980,,tokyo
overpass-0343,梅郷眺望,,meditation,35.7838856,139.2182906,overpass,https://www.openstreetmap.org/node/3733935659,,tokyo
overpass-0344,青梅方面眺望,,meditation,35.7849288,139.220416,overpass,https://www.openstreetmap.org/node/3733935661,,tokyo
overpass-0345,青梅方面眺望,,meditation,35.7851195,139.2184326,overpass,https://www.openstreetmap.org/node/3733935665,,tokyo
overpass-0346,梅郷眺望、愛宕山、三室山眺望,,meditation,35.7854111,139.2203423,overpass,https://www.openstreetmap.org/node/3733935667,,tokyo
overpass-0347,野草園,,meditation,35.786853,139.2201988,overpass,https://www.openstreetmap.org/node/3733938109,,tokyo
overpass-0348,曼珠沙華群生地,,meditation,35.7869953,139.2200151,overpass,https://www.openstreetmap.org/node/3733938415,,tokyo
overpass-0349,つつじ,,meditation,35.7872619,139.2199735,overpass,https://www.openstreetmap.org/node/3733938547,,tokyo
overpass-0350,桜・つつじ,,meditation,35.7876622,139.2199843,overpass,https://www.openstreetmap.org/node/3733938575,cherry_blossom,tokyo
overpass-0351,臘梅・水仙,,meditation,35.786325,139.219071,overpass,https://www.openstreetmap.org/node/3733941450,,tokyo
overpass-0352,臘梅,,meditation,35.7867616,139.2194424,overpass,https://www.openstreetmap.org/node/3733941515,,tokyo
overpass-0353,青梅草,,meditation,35.785977,139.2193285,overpass,https://www.openstreetmap.org/node/3733943165,,tokyo
overpass-0354,奥多摩方面・青梅方面眺望,,meditation,35.779564,139.228588,overpass,https://www.openstreetmap.org/node/3733945858,,tokyo
overpass-0355,小田急線世田谷代田駅旧跨線橋,富士山の眺望,meditation,35.6580706,139.6618075,overpass,https://www.openstreetmap.org/node/3791091405,,tokyo
overpass-0356,龍崖山,,walking,35.855531,139.2921671,overpass,https://www.openstreetmap.org/node/3799410457,,tokyo
overpass-0357,川和富士,ja:川和富士,walking,35.5329531,139.5572141,overpass,https://www.openstreetmap.org/node/3806371263,,kanagawa
overpass-0358,池辺富士,,walking,35.5326604,139.5656928,overpass,https://www.openstreetmap.org/node/3806377938,,kanagawa
overpass-0359,山田富士,ja:山田富士,walking,35.5626371,139.5905611,overpass,https://www.openstreetmap.org/node/3806378780,,tokyo
overpass-0360,月夜見山,,walking,35.7576667,139.0430405,overpass,https://www.openstreetmap.org/node/3891066159,,tokyo
overpass-0361,石尊山,,walking,35.9322005,139.3015237,overpass,https://www.openstreetmap.org/node/3905852761,,tokyo
overpass-0362,鼻曲山,,walking,35.9332008,139.2613372,overpass,https://www.openstreetmap.org/node/3905858098,,tokyo
overpass-0363,大高取山,,walking,35.957701,139.2749279,overpass,https://www.openstreetmap.org/node/3905865042,,tokyo
overpass-0364,西山高取,,walking,35.9612845,139.2855936,overpass,https://www.openstreetmap.org/node/3905873815,,tokyo
overpass-0365,官ノ倉山,,walking,36.0598728,139.2232135,overpass,https://www.openstreetmap.org/node/3905881215,,tokyo
overpass-0366,石尊山,,walking,36.0594594,139.225929,overpass,https://www.openstreetmap.org/node/3905891126,,tokyo
overpass-0367,富士山,,walking,36.0645847,139.263047,overpass,https://www.openstreetmap.org/node/3905895453,,tokyo
overpass-0368,烏森山,,walking,36.0629681,139.2143374,overpass,https://www.openstreetmap.org/node/3905901714,shade,tokyo
overpass-0369,細窪山,,walking,36.067208,139.2008216,overpass,https://www.openstreetmap.org/node/3905904677,,tokyo
overpass-0370,観音山,,walking,36.0478476,139.1834195,overpass,https://www.openstreetmap.org/node/3905925009,,tokyo
overpass-0371,地蔵岳,,walking,36.0531871,139.1829397,overpass,https://www.openstreetmap.org/node/3905926285,,tokyo
overpass-0372,笠山,,walking,36.0184975,139.1898611,overpass,https://www.openstreetmap.org/node/3905950569,,tokyo
overpass-0373,剣ヶ峰,,walking,35.9989326,139.1862156,overpass,https://www.openstreetmap.org/node/3905955315,,tokyo
overpass-0374,川木沢ノ頭,,walking,35.9977393,139.1766346,overpass,https://www.openstreetmap.org/node/3905959511,,tokyo
overpass-0375,大霧山,ja:大霧山,walking,36.034458,139.1561883,overpass,https://www.openstreetmap.org/node/3905964201,,tokyo
overpass-0376,愛宕山,,walking,36.066189,139.1565463,overpass,https://www.openstreetmap.org/node/3905966251,,tokyo
overpass-0377,皇鈴山,,walking,36.07313,139.1574168,overpass,https://www.openstreetmap.org/node/3905968008,,tokyo
overpass-0378,登谷山,,walking,36.0825321,139.156012,overpass,https://www.openstreetmap.org/node/3905970935,,tokyo
overpass-0379,釜伏山,,walking,36.0926716,139.1436271,overpass,https://www.openstreetmap.org/node/3905973516,,tokyo
overpass-0380,宝登山,ja:宝登山,walking,36.0931315,139.0916221,overpass,https://www.openstreetmap.org/node/3906033908,,tokyo
overpass-0381,破風山,,walking,36.0728429,139.0552797,overpass,https://www.openstreetmap.org/node/3906038138,,tokyo
overpass-0382,城峯山,ja:城峯山,walking,36.0975925,139.0076487,overpass,https://www.openstreetmap.org/node/3906044529,,tokyo
overpass-0383,簑山,,walking,36.05721,139.1130085,overpass,https://www.openstreetmap.org/node/3906062213,,tokyo
overpass-0384,小峰山,,walking,36.070521,139.0382899,overpass,https://www.openstreetmap.org/node/3906064592,,tokyo
overpass-0385,大前山,,walking,36.0747013,139.0451092,overpass,https://www.openstreetmap.org/node/3906087961,,tokyo
overpass-0386,天狗山,,walking,36.0737708,139.0431597,overpass,https://www.openstreetmap.org/node/3906092020,,tokyo
overpass-0387,雨乞山,,walking,36.0929707,139.0644709,overpass,https://www.openstreetmap.org/node/3906093812,,tokyo
overpass-0388,車山,,walking,36.0975407,139.1883584,overpass,https://www.openstreetmap.org/node/3906104319,,tokyo
overpass-0389,あさひ山,,walking,35.8484497,139.3009775,overpass,https://www.openstreetmap.org/node/3906111905,,tokyo
overpass-0390,大高谷山,,walking,35.853721,139.2595571,overpass,https://www.openstreetmap.org/node/3906138420,,tokyo
overpass-0391,間野富士山,,walking,35.8458201,139.252618,overpass,https://www.openstreetmap.org/node/3906141602,,tokyo
overpass-0392,大仁田山,,walking,35.8478099,139.2163696,overpass,https://www.openstreetmap.org/node/3906144731,,tokyo
overpass-0393,槇ノ尾山,,walking,35.8628585,139.1471157,overpass,https://www.openstreetmap.org/node/3906223435,,tokyo
overpass-0394,長尾丸山,,walking,35.8645206,139.132852,overpass,https://www.openstreetmap.org/node/3906225842,,tokyo
overpass-0395,日向沢ノ峰,,walking,35.8654708,139.10139,overpass,https://www.openstreetmap.org/node/3906228502,,tokyo
overpass-0396,桂谷ノ峰,,walking,35.869269,139.0938619,overpass,https://www.openstreetmap.org/node/3906269064,,tokyo
overpass-0397,蕎麦粒山,ja:蕎麦粒山 (東京都・埼玉県),walking,35.8721535,139.0871878,overpass,https://www.openstreetmap.org/node/3906273472,,tokyo
overpass-0398,天目山,,walking,35.8772411,139.058179,overpass,https://www.openstreetmap.org/node/3906281816,,tokyo
overpass-0399,立橋,,walking,35.8838292,139.0444483,overpass,https://www.openstreetmap.org/node/3906284161,,tokyo
overpass-0400,七跳山,,walking,35.8901606,139.0352079,overpass,https://www.openstreetmap.org/node/3906485610,,tokyo
overpass-0401,タワ尾根ノ頭,,walking,35.8836613,139.0012294,overpass,https://www.openstreetmap.org/node/3906533125,,tokyo
overpass-0402,水松山,,walking,35.8812049,138.9887298,overpass,https://www.openstreetmap.org/node/3906536555,,tokyo
overpass-0403,長沢山,,walking,35.8839505,138.976899,overpass,https://www.openstreetmap.org/node/3906539959,,tokyo
overpass-0404,榊山,,walking,35.9016594,138.9818284,overpass,https://www.openstreetmap.org/node/3906543214,,tokyo
overpass-0405,小黒,,walking,35.9008902,139.0105081,overpass,https://www.openstreetmap.org/node/3906556480,,tokyo
overpass-0406,行福ノタオ,,walking,35.8907707,139.006389,overpass,https://www.openstreetmap.org/node/3906563103,,tokyo
overpass-0407,檜岳,,walking,35.9138016,138.9991896,overpass,https://www.openstreetmap.org/node/3906563603,,tokyo
overpass-0408,日向谷ノ頭,,walking,35.8975911,139.0200316,overpass,https://www.openstreetmap.org/node/3906587886,,tokyo
overpass-0409,立橋山,,walking,35.9044806,139.0263288,overpass,https://www.openstreetmap.org/node/3906593150,,tokyo
overpass-0410,赤岩ノ頭,,walking,35.9075613,139.0312649,overpass,https://www.openstreetmap.org/node/3906604529,,tokyo
overpass-0411,大平山,ja:大平山 (埼玉県秩父地方),walking,35.8938907,139.0461495,overpass,https://www.openstreetmap.org/node/3906619638,,tokyo
overpass-0412,矢岳,,walking,35.916252,139.030764,overpass,https://www.openstreetmap.org/node/3906622535,,tokyo
overpass-0413,龍谷山,,walking,35.8679313,139.2153805,overpass,https://www.openstreetmap.org/node/3906871288,,tokyo
overpass-0414,周助山,,walking,35.8706411,139.22753,overpass,https://www.openstreetmap.org/node/3906875847,,tokyo
overpass-0415,ノボット,,walking,35.8748211,139.2210202,overpass,https://www.openstreetmap.org/node/3906876908,,tokyo
overpass-0416,楢抜山,,walking,35.8709211,139.1969221,overpass,https://www.openstreetmap.org/node/3906915560,,tokyo
overpass-0417,仁田山,,walking,35.8751906,139.1086213,overpass,https://www.openstreetmap.org/node/3906928473,,tokyo
overpass-0418,金比羅山,,walking,35.8803509,139.1686098,overpass,https://www.openstreetmap.org/node/3906930266,,tokyo
overpass-0419,伊予ヶ岳（南峰）,,walking,35.1060435,139.9147186,overpass,https://www.openstreetmap.org/node/3929716592,,tokyo
overpass-0420,豆口山,,walking,35.8963054,139.1886717,overpass,https://www.openstreetmap.org/node/3935975884,,tokyo
overpass-0421,披露山展望台,,meditation,35.2959953,139.5643807,overpass,https://www.openstreetmap.org/node/3942908354,,kanagawa
overpass-0422,大崎公園展望地,,meditation,35.2934471,139.5592094,overpass,https://www.openstreetmap.org/node/3942908355,,kanagawa
overpass-0423,逗子海岸展望地,,meditation,35.2886832,139.5737792,overpass,https://www.openstreetmap.org/node/3942908356,,kanagawa
overpass-0424,八俵山,,walking,35.3223769,139.3194951,overpass,https://www.openstreetmap.org/node/3951455253,,kanagawa
overpass-0425,三方山,,walking,35.8059735,139.2324388,overpass,https://www.openstreetmap.org/node/4009395007,,tokyo
overpass-0426,葛城山,ja:葛城山 (伊豆の国市),walking,35.0117931,138.9202942,overpass,https://www.openstreetmap.org/node/4041106694,,kanagawa
overpass-0427,城山,ja:城山 (伊豆の国市),walking,35.004355,138.9304276,overpass,https://www.openstreetmap.org/node/4041106695,,kanagawa
overpass-0428,大平山,ja:大平山 (静岡県),walking,35.0593099,138.9061855,overpass,https://www.openstreetmap.org/node/4061772858,,kanagawa
overpass-0429,牛臥山,ja:牛臥山 (静岡県),walking,35.0734524,138.8639676,overpass,https://www.openstreetmap.org/node/4061772864,,kanagawa
overpass-0430,発端丈山,ja:発端丈山,walking,35.0129093,138.9032405,overpass,https://www.openstreetmap.org/node/4061772867,,kanagawa
overpass-0431,鷲頭山,ja:鷲頭山,walking,35.0593934,138.8938796,overpass,https://www.openstreetmap.org/node/4061772872,,kanagawa
overpass-0432,ひっちょったれ山,,walking,35.3891777,139.6100731,overpass,https://www.openstreetmap.org/node/4069367788,,kanagawa
overpass-0433,高取山,ja:高取山 (愛甲郡),walking,35.526202,139.2503644,overpass,https://www.openstreetmap.org/node/4071341617,,kanagawa
overpass-0434,高取山山頂展望台,,meditation,35.5261751,139.2503001,overpass,https://www.openstreetmap.org/node/4071341618,,kanagawa
overpass-0435,松生山,,walking,35.7199294,139.1190493,overpass,https://www.openstreetmap.org/node/4072074916,,tokyo
overpass-0436,本仁田山,,walking,35.8300647,139.1018313,overpass,https://www.openstreetmap.org/node/4081216243,,tokyo
overpass-0437,丹波天平,,walking,35.7997894,138.9310681,overpass,https://www.openstreetmap.org/node/4117458149,,tokyo
overpass-0438,吾野ノ頭,,walking,35.8929591,139.2376174,overpass,https://www.openstreetmap.org/node/4155252237,,tokyo
overpass-0439,大高山,ja:大高山 (埼玉県),walking,35.898103,139.233017,overpass,https://www.openstreetmap.org/node/4155252263,,tokyo
overpass-0440,天覚山,ja:天覚山,walking,35.8867581,139.2491104,overpass,https://www.openstreetmap.org/node/4155252299,,tokyo
overpass-0441,き☆らら展望台,,meditation,35.0642971,138.890324,overpass,https://www.openstreetmap.org/node/4169801380,,kanagawa
overpass-0442,Mt. Fuji viewpoint,,meditation,35.3276651,139.0044052,overpass,https://www.openstreetmap.org/node/4171787493,,kanagawa
